A,B,C,D,E,F,G,H,I,J,K,L,M
2,0,3,1,75,35,36,0,0,9,0,1,1
21,1,17,0,2,8,16,20,0,19,1,0,0
2,0,2,1,0,0,0,4,0,2,0,0,0
0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,0,0,2,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,18,0,0,0,0,0,1,20,6
0,1,5,1,79,27,41,3,0,4,0,5,0
17,0,17,1,0,18,11,20,0,26,1,2,0
7,1,1,0,0,0,0,0,0,1,1,0,0
0,0,1,2,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,2,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,1,20,0,0,0,0,1,1,28,3
0,0,7,1,77,39,36,1,0,4,1,2,1
19,0,22,1,0,9,13,22,0,20,0,0,0
2,1,1,0,0,0,0,3,0,1,1,0,0
0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,2,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,19,0,0,1,0,1,1,29,0
0,0,1,1,74,37,31,2,1,5,1,5,0
30,0,22,0,1,21,5,19,0,9,1,0,0
6,0,1,2,0,0,0,2,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,2,20,0,0,0,0,0,1,21,4
1,0,5,0,76,35,34,2,0,6,0,2,0
17,0,24,1,2,18,11,20,0,13,1,0,0
7,0,2,1,0,0,0,4,0,2,1,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,2,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,20,0,0,0,0,0,1,22,2
0,0,7,1,76,33,31,0,0,4,1,1,0
14,0,21,1,2,15,19,23,0,18,0,0,0
8,1,0,0,0,0,0,6,0,1,2,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,0,0,0,0,0,0,1,0,0
0,0,0,1,19,0,0,1,0,1,0,20,2
1,0,8,0,76,31,39,0,0,6,2,1,0
19,1,10,1,3,12,16,23,0,23,0,0,0
7,0,1,1,0,0,0,3,0,2,0,0,0
1,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,16,0,0,0,0,0,1,10,2
1,0,2,1,80,29,41,4,0,6,0,1,0
19,1,13,1,1,7,20,20,1,24,2,0,0
3,1,1,0,0,0,0,5,0,4,0,0,0
0,0,1,2,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,0
1,1,0,0,20,0,0,0,1,0,1,12,2
1,0,6,2,72,27,36,3,0,7,1,5,1
20,0,13,0,4,18,15,21,0,18,0,1,0
6,0,2,1,0,0,0,3,0,1,2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,2,13,0,0,0,1,1,1,19,3
2,0,6,0,87,34,39,1,0,6,1,1,0
16,0,19,2,0,9,18,21,0,25,0,0,0
2,0,1,0,0,0,0,5,0,1,1,0,0
1,0,0,2,0,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,2,0,0
0,0,1,2,0,0,0,0,0,0,0,0,0
1,0,0,0,18,0,0,1,0,1,1,24,2
1,1,6,1,79,38,35,0,0,4,1,3,1
21,0,17,1,3,12,15,21,0,20,0,0,0
7,0,0,1,0,0,0,6,0,1,2,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,2,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,19,0,0,0,0,1,1,13,4
2,0,3,1,81,28,41,3,0,6,2,5,0
18,0,19,0,0,15,16,27,0,17,0,0,0
3,0,0,2,0,0,0,6,0,1,0,0,0
1,0,1,0,0,0,0,0,1,0,2,0,0
0,0,0,2,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,2,0,0
0,0,1,1,25,0,0,0,0,1,0,23,2
4,1,5,0,75,37,34,2,0,3,1,5,0
16,0,19,2,0,11,18,28,0,15,0,0,1
4,0,3,0,0,0,0,3,1,3,1,2,0
0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1,0,0,0,0,0,1,1,1,0
1,0,0,2,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,1,0
1,0,0,1,20,0,0,0,0,1,1,32,3
0,0,7,1,78,38,33,0,1,7,0,3,0
15,0,21,0,1,13,15,21,0,16,2,0,0
10,0,1,2,0,0,0,4,0,2,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,21,0,0,1,0,1,2,15,8
1,2,3,1,80,30,40,0,0,8,0,4,0
17,0,18,1,0,15,16,24,0,20,1,0,0
5,0,3,2,0,0,0,4,0,2,0,0,0
1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,2,0,0,0,1,0,0,2,0,0
1,0,1,0,0,0,0,0,0,1,1,1,0
0,0,0,2,0,0,0,0,0,0,1,0,0
0,0,1,0,18,0,0,1,0,0,0,30,2
2,1,4,0,82,37,37,0,0,4,0,5,0
22,0,26,2,2,19,9,21,0,18,2,0,0
5,0,0,1,0,0,0,3,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,2,0,0
1,1,0,1,11,0,0,0,0,0,0,37,2
2,0,6,1,86,38,28,3,0,2,1,5,0
19,0,25,1,3,18,16,19,0,18,1,1,1
9,1,2,2,0,0,0,6,0,2,1,0,0
2,0,2,5,0,0,0,2,1,1,3,0,0
2,0,2,2,0,0,0,1,0,2,3,0,0
1,1,2,3,0,0,0,1,0,1,3,0,0
2,1,2,4,0,0,0,2,1,2,1,0,0
2,0,1,4,18,0,0,1,1,1,4,87,57
2,1,6,4,126,35,44,5,0,6,4,64,57
22,0,27,4,115,59,60,23,1,39,2,27,26
30,0,37,3,101,62,53,25,0,33,4,0,0
25,0,26,4,5,13,39,30,0,30,2,0,0
10,2,2,2,0,0,0,15,0,4,3,1,0
2,0,2,4,0,0,0,2,0,2,3,0,0
1,0,2,5,0,0,0,1,0,1,1,1,0
2,1,1,2,16,0,0,1,0,2,4,100,66
2,2,11,2,127,41,42,2,0,8,4,79,26
21,1,29,5,130,57,58,21,0,35,2,32,3
39,1,24,3,93,61,61,33,0,28,4,3,1
29,2,33,3,0,23,23,27,1,33,1,0,0
9,0,3,6,0,0,0,8,0,3,4,0,0
2,0,2,3,0,0,0,2,1,2,3,0,0
2,2,1,1,0,0,0,1,0,1,3,0,0
1,0,2,6,16,0,0,2,0,2,2,105,31
3,2,9,2,129,37,41,3,1,8,2,58,15
17,1,31,4,128,56,62,22,0,32,3,55,1
32,0,29,5,88,62,61,28,1,36,4,1,0
41,0,19,3,0,20,22,35,0,25,2,0,0
10,3,2,2,0,0,0,8,1,3,3,1,0
2,3,2,2,0,0,0,1,1,1,2,0,0
2,0,1,7,0,0,0,1,1,2,5,0,0
1,1,2,3,17,0,0,2,0,1,1,87,35
4,1,7,2,115,41,40,1,1,10,2,72,23
29,2,24,4,119,56,50,28,0,24,5,48,3
24,3,36,3,109,56,62,25,0,33,2,1,1
26,0,28,4,6,18,43,30,1,29,3,0,0
10,0,2,6,0,0,0,18,0,12,4,0,0
2,0,1,3,0,0,0,1,0,1,1,0,0
1,0,2,3,0,0,0,2,0,2,4,0,0
2,0,2,4,15,0,0,1,1,1,3,109,40
2,0,6,3,129,39,41,2,1,8,3,48,36
22,0,30,3,116,58,59,22,0,31,3,50,2
36,1,26,3,105,60,58,36,0,32,1,5,0
35,0,25,4,0,27,23,28,0,28,5,1,0
16,1,4,4,0,0,0,7,0,1,2,0,1
2,0,1,4,0,0,0,1,0,2,3,0,0
2,2,2,1,0,0,0,2,0,1,3,0,0
1,0,2,5,21,0,0,1,1,2,2,94,44
3,0,8,4,127,40,41,6,0,7,4,51,17
26,0,34,4,108,55,58,22,0,33,3,36,15
25,1,29,3,112,56,60,28,0,29,2,3,0
25,0,25,5,0,30,28,32,1,27,4,0,0
20,0,4,1,0,0,0,14,1,3,1,0,0
1,2,2,4,0,0,0,2,1,2,5,1,0
2,1,2,4,0,0,0,1,1,1,1,0,0
2,1,2,3,22,0,0,1,0,1,5,101,30
1,1,12,4,121,40,42,2,0,10,2,111,21
23,0,27,3,129,62,55,22,1,28,2,61,1
35,2,32,4,94,57,64,39,1,27,2,2,0
33,1,24,3,0,27,18,29,0,25,5,0,1
13,0,3,4,0,0,0,9,1,3,1,0,0
2,0,2,4,0,0,0,2,0,1,3,0,0
1,1,2,4,0,0,0,1,1,2,3,0,2
2,1,2,2,21,0,0,2,0,1,4,115,29
3,1,5,4,126,42,42,6,1,9,3,71,18
32,1,26,3,117,57,61,24,0,30,2,63,7
39,1,21,4,102,58,61,36,0,32,3,1,0
28,0,26,4,0,17,28,26,0,28,3,0,0
9,2,2,4,0,0,0,14,0,2,4,1,1
2,1,2,4,0,0,0,1,0,1,3,0,0
2,1,2,2,0,0,0,1,0,1,1,0,0
1,0,2,5,16,0,0,2,0,2,4,100,34
3,2,6,3,118,34,41,3,0,3,3,57,18
19,0,34,3,120,60,58,34,0,34,3,39,10
28,2,27,4,94,59,55,29,0,25,3,0,1
35,1,17,3,20,4,55,19,0,36,2,0,0
4,0,2,4,0,0,1,23,0,18,3,0,0
1,0,2,3,0,0,0,1,0,2,3,1,0
2,0,2,5,0,0,0,2,1,1,2,0,2
2,1,2,2,18,0,0,1,0,2,3,98,24
1,0,11,4,115,37,38,2,0,9,4,60,18
27,1,18,3,128,58,59,21,0,29,3,43,18
23,1,37,5,100,59,62,32,1,36,3,5,0
31,1,29,2,0,31,17,31,0,22,3,0,1
20,0,5,4,0,0,0,7,0,1,3,1,0
1,1,2,3,0,0,0,1,0,1,2,0,0
2,1,2,4,0,0,0,2,0,2,2,0,0
2,1,2,2,19,0,0,1,0,1,4,97,43
2,0,8,6,116,38,42,4,1,8,1,74,35
25,0,23,3,122,56,55,23,0,31,4,65,12
30,0,32,3,110,56,61,34,1,29,3,6,0
27,2,26,2,0,32,27,28,0,29,3,0,0
19,1,7,5,0,0,0,11,0,3,3,0,0
2,1,2,3,0,0,0,2,0,1,3,0,0
1,0,2,5,0,0,0,1,1,2,3,0,0
2,1,2,1,18,0,0,1,0,1,2,93,27
3,0,10,7,119,38,39,4,0,9,3,78,4
24,0,21,1,116,56,59,21,1,26,3,59,2
24,1,38,4,110,52,62,34,0,33,3,14,1
24,0,31,4,4,43,18,29,0,26,3,0,0
23,0,9,4,0,0,0,8,0,2,3,0,1
1,0,2,4,0,0,0,2,1,2,1,0,0
2,0,2,3,0,0,0,1,0,1,4,0,1
2,2,1,3,20,0,0,2,0,2,2,86,35
2,0,7,4,121,39,41,1,0,11,5,57,33
21,1,30,4,118,58,51,23,0,29,2,45,4
34,0,32,2,105,61,60,23,0,33,3,3,0
34,0,26,5,2,22,34,27,0,30,3,0,0
10,1,2,4,0,0,0,19,2,4,2,0,0
2,1,2,1,0,0,0,1,0,2,4,0,0
1,2,2,4,0,0,0,1,0,1,3,0,0
2,0,1,6,18,0,0,2,0,2,2,71,36
3,0,8,1,117,39,42,3,2,7,1,53,14
29,1,23,4,128,51,60,28,0,29,5,43,14
27,1,28,3,99,59,61,27,0,37,3,5,0
28,1,29,4,0,31,19,26,0,28,3,1,0
19,1,4,4,0,0,0,9,0,2,2,0,0
2,0,2,3,0,0,0,1,0,1,2,0,0
2,0,2,5,0,0,0,2,0,2,5,0,0
1,0,1,4,16,0,0,1,0,1,3,83,33
1,1,8,2,115,35,40,1,1,7,1,77,28
21,1,31,3,123,56,59,31,0,26,3,38,12
24,0,31,2,106,56,59,31,0,27,2,2,0
25,0,29,2,3,25,33,32,0,31,1,0,0
11,0,2,3,0,0,0,10,0,4,2,1,0
1,0,2,2,0,0,0,1,1,1,2,2,0
1,0,1,2,0,0,0,1,0,1,3,0,1
1,0,1,2,20,0,0,1,1,0,0,79,29
1,0,5,3,122,38,40,5,0,4,2,58,3
24,0,29,2,96,60,60,27,1,24,1,1,0
27,0,29,1,0,17,23,27,0,32,3,0,0
7,1,1,2,0,0,0,10,0,1,2,0,0
1,1,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,1
1,1,2,2,0,0,0,1,0,1,1,0,0
1,0,1,3,17,0,0,1,1,0,1,88,25
3,1,5,1,145,38,42,5,0,6,2,33,1
22,0,32,4,75,65,62,19,0,37,1,0,0
37,0,23,2,0,23,7,27,0,22,2,1,0
11,1,1,1,0,0,0,1,1,1,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,3,1,0
1,1,2,1,0,0,0,1,0,1,2,0,0
1,0,1,3,25,0,0,0,1,0,1,73,30
3,0,5,4,132,39,44,4,0,10,2,41,7
29,1,21,0,82,59,64,18,0,41,1,0,0
27,1,32,2,0,17,16,27,0,22,2,0,0
5,2,1,3,0,0,0,9,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,2,1,2,0,0,0,0,1,1,0,1,0
1,0,1,3,0,0,0,1,0,1,3,1,0
1,0,2,1,20,0,0,1,1,1,2,83,30
1,2,11,1,139,37,46,4,0,5,2,22,13
20,0,30,4,79,58,63,26,0,34,1,3,0
25,1,31,1,0,25,9,25,0,28,2,0,0
9,1,1,3,0,0,0,2,1,1,1,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,3,1,0
1,2,1,2,0,0,0,1,0,1,0,0,0
1,0,2,2,18,0,0,1,1,1,1,73,23
3,0,7,2,112,38,38,4,0,3,3,60,20
22,0,28,3,109,57,54,22,0,25,2,0,0
29,0,25,2,0,20,32,32,0,29,2,0,1
8,0,1,2,0,0,0,11,0,4,2,1,0
1,0,1,3,0,0,0,1,0,1,1,1,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,1,0,0,0,1,0,1,3,0,1
1,1,1,2,17,0,0,1,0,1,1,72,34
2,0,9,2,127,38,40,2,1,6,2,44,28
23,1,21,3,93,59,57,22,0,26,3,0,0
40,0,19,1,0,16,27,35,0,31,1,0,0
7,0,1,4,0,0,0,6,0,2,1,0,0
1,0,1,2,0,0,0,1,0,1,1,0,1
1,1,1,0,0,0,0,1,0,1,3,0,0
1,0,1,3,0,0,0,1,1,1,1,0,0
1,1,1,2,24,0,0,0,1,1,2,69,24
3,0,7,3,137,44,40,4,1,4,2,26,4
28,0,30,1,78,58,62,23,1,31,1,1,0
27,1,15,2,0,1,34,28,0,34,2,0,0
1,0,1,4,0,0,0,11,1,8,2,1,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,1,0
1,1,1,2,20,0,0,1,0,1,1,76,36
1,1,7,2,129,40,40,2,0,7,2,37,11
17,2,35,1,91,58,64,23,0,28,1,0,0
30,0,29,4,0,22,16,26,0,31,2,0,0
8,1,2,1,0,0,0,8,0,1,2,1,0
1,0,1,4,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,2,13,0,0,1,0,1,2,77,24
1,2,6,1,129,32,40,3,0,5,0,41,10
21,0,27,4,95,62,62,18,0,35,4,0,0
33,1,26,1,0,20,21,36,0,26,1,0,0
8,1,1,4,0,0,0,5,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,1,1,1,0,0
1,1,1,2,19,0,0,1,0,1,4,81,6
1,0,6,4,128,33,42,0,0,6,0,49,1
20,0,28,1,90,58,59,32,1,28,2,9,0
33,0,27,2,0,35,10,27,0,21,3,0,0
17,0,3,3,0,0,0,2,0,1,0,1,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,0,1,1,0,0,0,1,0,1,3,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,3,20,0,0,1,0,1,2,86,29
2,0,5,1,136,39,46,3,1,6,0,42,3
26,0,33,2,83,59,61,32,0,28,2,1,0
24,1,24,3,0,16,18,32,0,26,2,0,1
8,0,1,1,0,0,0,4,0,1,3,1,0
1,0,1,3,0,0,0,0,0,1,1,0,0
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,1,0,0,0,1,0,1,3,0,0
1,0,1,3,23,0,0,1,0,1,1,66,27
1,0,7,2,148,39,47,2,0,8,1,29,0
20,1,34,1,69,63,61,31,0,29,3,0,0
29,0,32,2,0,20,10,22,0,27,2,0,1
6,0,2,2,0,0,0,5,1,0,1,2,0
1,2,1,1,0,0,0,1,0,1,2,0,0
1,0,1,5,0,0,0,1,0,1,1,0,0
1,1,1,0,0,0,0,1,0,1,2,0,0
1,1,1,2,15,0,0,1,0,1,2,57,26
1,1,8,3,123,34,38,2,0,8,2,35,10
18,0,26,2,100,60,58,22,1,26,1,1,0
30,0,31,3,0,20,28,33,0,33,1,0,0
7,0,2,2,0,0,0,6,0,0,3,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,1,0,1,1,0,0
1,0,1,4,22,0,0,0,0,1,3,69,28
1,0,7,3,117,38,38,1,1,11,1,36,11
23,0,28,2,99,61,52,21,1,26,2,0,0
35,0,25,2,0,20,29,29,0,26,2,0,0
8,1,1,0,0,0,0,9,0,4,2,0,0
1,1,2,4,0,0,0,1,1,0,1,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,19,0,0,1,1,1,1,80,28
1,0,1,2,129,36,43,2,1,6,3,63,1
27,1,33,2,90,53,63,23,0,33,2,3,0
21,0,25,2,0,24,19,27,0,35,1,1,0
12,0,2,3,0,0,0,6,0,1,3,0,0
1,0,1,2,0,0,0,0,1,0,1,0,0
1,1,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,27,0,0,1,0,1,1,75,19
1,1,10,2,135,38,46,5,0,8,2,39,0
21,1,29,3,77,63,57,26,1,28,1,7,1
28,0,27,2,0,33,2,27,0,16,3,0,0
21,1,5,2,0,0,0,1,0,1,2,0,0
1,0,2,3,0,0,0,1,1,1,1,0,0
1,0,1,2,0,0,0,1,0,0,1,0,0
1,0,1,3,0,0,0,1,0,1,2,1,0
1,1,1,1,18,0,0,1,0,1,2,86,22
1,0,8,2,134,38,45,3,0,6,2,57,1
17,2,36,0,86,62,62,22,0,29,2,0,0
32,1,25,3,0,15,16,42,0,22,1,0,0
3,0,1,3,0,0,0,5,1,1,1,0,0
1,0,2,3,0,0,0,1,0,1,2,1,0
1,0,1,2,0,0,0,1,0,0,2,1,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,4,11,0,0,0,0,1,1,83,27
2,0,4,1,137,38,40,4,0,5,3,75,0
26,0,25,2,76,52,59,18,0,39,2,14,0
23,0,30,2,14,46,3,22,0,19,1,0,0
26,0,8,2,0,0,0,2,0,1,2,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,1,0,0
1,1,1,2,0,0,0,1,0,0,2,1,0
1,0,1,3,19,0,0,1,0,1,2,67,21
2,0,5,2,122,40,42,2,0,8,1,45,10
26,1,25,1,98,56,60,20,0,32,2,0,0
30,0,25,4,0,14,26,32,1,30,0,1,0
4,0,1,1,0,0,0,9,1,2,3,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,1
1,0,1,2,0,0,0,1,1,0,1,0,1
1,0,1,2,25,0,0,1,1,1,2,87,24
1,0,7,2,132,40,44,2,0,9,2,33,8
25,1,30,2,83,59,63,29,0,29,2,1,0
36,0,17,3,0,23,11,32,0,19,2,0,0
13,0,1,2,0,0,0,4,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,1,2,1,0,0,0,1,0,1,0,0,0
1,1,1,2,0,0,0,1,0,0,2,0,0
1,1,1,4,22,0,0,1,0,1,2,82,28
1,0,7,2,138,40,42,4,0,5,2,40,2
24,2,26,2,80,59,59,24,0,31,2,6,0
26,0,32,1,0,39,1,24,0,19,1,0,0
26,0,4,3,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,2,0,0,0,0,0,0,1,2,0,0
1,0,1,3,22,0,0,1,1,0,2,59,18
1,1,8,2,124,40,42,3,0,6,2,23,2
21,0,36,3,90,55,62,26,0,35,1,0,0
18,1,17,2,2,0,39,25,1,30,1,0,0
1,0,1,3,0,0,0,21,1,5,3,0,0
1,0,2,1,0,0,0,0,0,1,2,0,0
2,1,1,3,0,0,0,2,0,1,0,0,0
1,2,2,2,0,0,0,1,0,1,3,0,0
2,0,1,4,24,0,0,1,0,2,3,110,29
2,0,8,4,104,41,37,4,0,6,3,67,29
24,1,27,1,114,53,51,24,1,25,1,53,10
28,0,25,4,88,56,59,28,0,27,4,2,0
30,0,31,3,0,20,13,34,1,21,1,0,0
9,0,1,3,0,0,0,2,0,1,4,2,0
1,0,2,3,0,0,0,1,0,1,0,0,0
2,1,1,3,0,0,0,1,0,1,5,0,0
1,1,2,2,19,0,0,2,0,2,1,95,33
1,0,8,5,114,39,41,2,0,6,3,76,14
22,1,32,2,124,52,54,28,0,27,3,47,10
24,1,28,2,81,62,57,27,0,26,2,0,0
31,2,30,3,0,16,17,36,0,21,3,0,0
6,0,2,5,0,0,0,7,0,1,2,0,0
1,1,2,2,0,0,0,1,0,1,2,0,0
2,0,1,3,0,0,0,1,0,1,2,0,0
1,1,2,3,27,0,0,1,0,2,3,91,30
3,0,5,3,131,40,46,3,1,8,2,67,7
27,1,31,3,131,59,64,29,0,34,4,35,0
28,1,31,2,47,61,54,30,0,34,2,1,0
31,1,21,3,0,12,0,16,0,20,2,0,0
8,0,2,4,0,0,0,1,0,1,2,1,0
2,1,1,1,0,0,0,1,0,1,2,0,0
1,2,2,3,0,0,0,1,0,1,3,1,0
2,1,1,4,21,0,0,2,0,2,2,102,30
1,2,7,3,115,39,38,4,0,5,2,65,11
23,0,31,3,114,56,55,24,0,30,3,33,1
37,0,27,4,85,58,61,32,0,23,3,1,0
25,1,23,2,0,20,8,21,0,30,3,0,0
13,0,1,4,0,0,0,4,0,1,2,0,0
1,1,2,2,0,0,0,1,0,1,2,0,0
2,0,1,4,0,0,0,1,0,1,2,0,0
1,0,2,3,21,0,0,1,0,1,3,93,15
3,1,6,2,127,42,43,2,0,8,2,64,1
23,0,32,4,121,55,60,32,0,28,3,37,0
31,1,24,1,64,57,61,34,1,29,2,1,0
32,0,28,5,0,15,0,20,1,22,3,0,0
3,0,2,3,0,0,0,1,0,1,2,1,1
1,1,2,2,0,0,0,1,0,1,3,0,0
2,0,1,3,0,0,0,1,0,1,2,0,1
1,1,2,3,18,0,0,2,0,2,2,116,35
2,1,9,2,109,34,40,4,2,3,2,80,17
17,0,27,5,128,54,58,22,0,32,3,47,0
27,0,36,4,82,59,61,24,1,34,3,0,0
26,1,24,2,0,17,14,32,0,28,2,0,0
9,1,2,2,0,0,0,4,0,2,3,0,0
2,1,1,3,0,0,0,1,1,1,2,0,0
1,2,2,3,0,0,0,1,0,1,3,0,0
2,2,1,3,23,0,0,1,1,1,2,126,36
1,1,7,2,109,39,41,1,0,11,2,58,27
24,2,29,4,122,52,57,23,0,31,3,33,1
28,0,27,4,81,59,58,26,1,36,2,1,0
29,1,26,3,0,16,13,25,1,22,2,0,0
9,1,1,2,0,0,0,5,0,2,3,1,0
1,1,2,4,0,0,0,1,0,1,3,1,0
1,1,2,3,0,0,0,1,0,1,3,1,0
2,0,1,3,24,0,0,2,0,1,1,89,33
1,1,10,2,118,40,39,2,0,12,3,64,28
24,0,27,3,115,58,57,23,0,20,3,20,3
25,0,35,2,74,54,58,32,0,31,2,1,0
21,1,18,1,0,2,23,29,0,23,1,0,0
3,2,1,2,0,0,0,12,0,2,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,1
1,0,1,2,19,0,0,0,0,1,1,71,20
1,1,10,1,131,40,40,2,0,2,3,51,2
23,1,24,1,90,60,61,27,0,29,0,1,0
34,0,31,4,0,26,12,34,0,19,2,0,0
9,2,2,0,0,0,0,6,0,1,2,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
0,0,1,3,0,0,0,1,0,0,1,0,0
1,0,1,2,20,0,0,1,0,1,2,82,13
2,0,7,1,135,37,39,2,1,4,0,51,1
23,2,30,1,83,62,64,25,1,33,3,3,0
33,0,26,4,0,29,7,31,1,19,2,0,0
14,1,2,2,0,0,0,2,0,1,2,1,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,0,0,1,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,23,0,0,1,0,1,2,99,23
1,0,10,1,125,34,43,2,0,7,2,58,4
17,0,34,2,91,63,59,28,0,31,0,5,0
24,0,38,1,0,40,0,22,1,18,2,1,0
11,0,10,3,0,0,0,0,0,0,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,2,2,0,0,0,0,1,1,1,0,1,0
1,1,1,4,20,0,0,1,0,1,3,68,24
3,1,11,2,113,40,39,2,0,9,0,52,11
19,2,26,1,104,54,53,25,0,23,4,0,0
26,1,25,2,1,22,30,22,0,29,0,0,0
12,0,2,3,0,0,0,11,0,7,2,1,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,1,1,1,2,0,0
0,1,1,2,0,0,0,0,0,1,2,0,0
1,1,1,1,15,0,0,1,0,1,1,87,22
2,0,6,4,134,38,39,2,1,2,1,50,1
19,1,34,1,88,60,63,29,0,32,2,4,0
32,0,29,3,0,31,6,31,0,15,2,0,0
12,0,3,1,0,0,0,2,0,1,2,0,0
1,2,2,3,0,0,0,1,0,1,1,0,0
1,1,1,0,0,0,0,1,1,1,1,0,0
1,0,1,4,0,0,0,1,1,0,2,0,0
1,0,1,2,15,0,0,1,0,1,1,72,36
3,1,4,1,130,37,37,1,0,6,3,64,4
22,1,27,2,89,52,63,25,0,27,1,15,0
