date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/4 15:07,1,0,1,3,0,0,0,1,1,1,1,0,0
2023/1/4 15:08,1,0,1,2,21,0,0,0,1,1,3,62,30
2023/1/4 15:09,3,0,4,1,132,39,41,3,0,5,2,31,5
2023/1/4 15:10,23,0,31,3,84,62,61,28,0,30,0,1,0
2023/1/4 15:11,37,1,20,1,0,18,16,27,0,22,1,0,0
2023/1/4 15:12,7,1,2,2,0,0,0,9,0,1,3,0,0
2023/1/4 15:13,1,1,1,1,0,0,0,0,0,1,2,0,0
2023/1/4 15:14,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 15:15,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 15:16,1,1,2,2,20,0,0,1,1,0,2,63,19
2023/1/4 15:17,2,0,4,2,114,37,42,4,0,9,3,33,8
2023/1/4 15:18,25,0,26,3,103,56,58,22,0,27,1,1,0
2023/1/4 15:19,30,0,31,1,0,26,18,32,0,23,2,0,0
2023/1/4 15:20,8,2,1,2,0,0,0,7,0,1,1,0,0
2023/1/4 15:21,1,1,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 15:22,1,1,1,1,0,0,0,1,1,0,2,2,0
2023/1/4 15:23,1,0,1,3,0,0,0,0,0,1,2,0,0
2023/1/4 15:24,1,0,1,2,18,0,0,1,0,1,2,85,34
2023/1/4 15:25,2,1,3,2,130,38,40,3,0,6,2,49,14
2023/1/4 15:26,20,0,30,2,93,62,60,22,0,24,1,1,0
2023/1/4 15:27,41,0,22,2,0,21,19,38,0,27,2,0,0
2023/1/4 15:28,9,0,2,2,0,0,0,5,0,1,0,0,0
2023/1/4 15:29,0,0,1,2,0,0,0,1,0,0,3,1,0
2023/1/4 15:30,1,0,2,2,0,0,0,1,1,1,2,1,0
2023/1/4 15:31,1,0,1,2,0,0,0,1,0,1,1,1,0
2023/1/4 15:32,1,0,1,2,22,0,0,1,1,1,1,61,10
2023/1/4 15:33,3,1,4,2,135,41,44,2,0,7,3,34,7
2023/1/4 15:34,21,1,32,2,81,59,58,29,0,26,2,1,0
2023/1/4 15:35,28,0,34,1,0,24,12,35,0,17,1,0,0
2023/1/4 15:36,9,1,1,3,0,0,0,3,0,1,1,0,0
2023/1/4 15:37,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 15:38,1,0,1,2,0,0,0,0,1,1,1,0,0
2023/1/4 15:39,1,1,1,1,0,0,0,1,0,1,3,1,0
2023/1/4 15:40,1,1,1,3,14,0,0,1,0,1,1,70,34
2023/1/4 15:41,1,1,7,2,127,37,39,2,0,6,2,58,5
2023/1/4 15:42,25,0,19,3,96,51,63,29,0,26,1,13,0
2023/1/4 15:43,28,0,25,1,0,37,10,34,1,19,2,0,0
2023/1/4 15:44,25,0,4,3,0,0,0,1,0,1,1,1,1
2023/1/4 15:45,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 15:46,1,1,1,1,0,0,0,1,1,1,3,0,0
2023/1/4 15:47,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 15:48,1,0,1,3,25,0,0,1,0,0,1,60,24
2023/1/4 15:49,1,0,5,1,118,39,39,0,0,9,2,38,6
2023/1/4 15:50,23,0,31,3,95,62,58,30,1,20,1,0,0
2023/1/4 15:51,32,2,22,0,0,14,25,32,0,23,2,0,0
2023/1/4 15:52,7,0,1,4,0,0,0,13,0,2,2,0,0
2023/1/4 15:53,1,0,1,2,0,0,0,1,0,1,1,1,1
2023/1/4 15:54,1,0,1,1,0,0,0,0,1,0,1,0,0
2023/1/4 15:55,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 15:56,1,1,1,3,19,0,0,1,0,1,2,85,17
2023/1/4 15:57,1,0,6,2,132,36,41,2,0,11,2,69,3
2023/1/4 15:58,20,0,31,1,87,54,63,21,0,29,1,3,0
2023/1/4 15:59,26,0,31,2,1,39,5,35,0,14,3,0,0
2023/1/4 16:00,17,1,6,2,0,0,0,3,0,1,2,0,0
2023/1/4 16:01,1,0,1,3,0,0,0,1,0,0,1,0,0
2023/1/4 16:02,1,1,1,1,0,0,0,1,1,1,1,1,0
2023/1/4 16:03,1,1,1,3,0,0,0,1,0,1,2,0,1
2023/1/4 16:04,1,1,1,1,21,0,0,0,0,1,2,58,15
2023/1/4 16:05,1,0,5,3,135,38,44,4,0,8,2,52,4
2023/1/4 16:06,23,0,28,2,83,59,62,30,1,22,1,0,0
2023/1/4 16:07,27,1,23,1,0,18,17,31,0,28,1,0,0
2023/1/4 16:08,15,1,1,2,0,0,0,6,0,1,2,0,0
2023/1/4 16:09,1,1,1,2,0,0,0,0,0,1,2,0,0
2023/1/4 16:10,1,0,1,3,0,0,0,1,0,1,1,1,0
2023/1/4 16:11,1,1,2,1,0,0,0,1,0,1,2,1,0
2023/1/4 16:12,1,0,1,4,21,0,0,1,0,1,1,82,27
2023/1/4 16:13,2,0,10,2,128,40,39,3,0,6,3,17,6
2023/1/4 16:14,20,0,30,1,86,59,57,22,0,33,1,0,0
2023/1/4 16:15,26,0,15,2,5,2,43,24,0,33,2,0,0
2023/1/4 16:16,4,1,1,1,0,0,0,14,1,10,1,0,0
2023/1/4 16:17,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 16:18,1,2,1,1,0,0,0,1,1,1,2,1,0
2023/1/4 16:19,1,0,1,3,0,0,0,0,0,1,1,0,0
2023/1/4 16:20,1,0,1,3,23,0,0,1,1,0,1,72,21
2023/1/4 16:21,3,0,6,1,131,40,39,2,0,5,2,40,1
2023/1/4 16:22,19,0,31,2,82,65,59,25,0,28,2,0,0
2023/1/4 16:23,33,2,25,1,0,10,23,28,0,31,2,0,0
2023/1/4 16:24,5,1,2,3,0,0,0,7,0,2,2,0,0
2023/1/4 16:25,1,2,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 16:26,1,0,1,3,0,0,0,1,0,0,2,0,0
2023/1/4 16:27,1,0,1,2,0,0,0,1,0,1,0,0,0
2023/1/4 16:28,1,0,1,3,23,0,0,1,0,1,1,86,24
2023/1/4 16:29,1,1,8,1,139,41,42,4,0,8,3,33,7
2023/1/4 16:30,25,1,25,3,77,64,62,21,1,27,1,0,0
2023/1/4 16:31,31,0,28,1,0,11,19,36,0,28,2,0,0
2023/1/4 16:32,5,1,1,2,0,0,0,5,0,1,2,0,0
2023/1/4 16:33,1,0,1,3,0,0,0,1,0,0,0,0,1
2023/1/4 16:34,1,0,1,2,0,0,0,1,0,1,4,1,0
2023/1/4 16:35,1,0,1,2,0,0,0,0,0,1,1,0,0
2023/1/4 16:36,1,1,1,1,18,0,0,1,0,1,2,94,34
2023/1/4 16:37,1,2,6,3,127,39,41,3,1,9,0,56,10
2023/1/4 16:38,23,0,29,2,92,59,58,28,0,24,2,1,0
2023/1/4 16:39,28,1,28,1,0,22,18,30,0,25,3,0,0
2023/1/4 16:40,11,0,2,3,0,0,0,3,0,1,1,0,0
2023/1/4 16:41,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 16:42,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 16:43,1,0,1,2,0,0,0,1,1,1,1,0,0
2023/1/4 16:44,1,0,1,1,16,0,0,1,0,1,2,65,26
2023/1/4 16:45,2,1,4,2,150,39,42,2,0,6,2,29,2
2023/1/4 16:46,22,0,35,2,71,63,60,28,1,30,0,0,0
2023/1/4 16:47,29,0,25,3,0,11,21,28,0,26,2,0,0
2023/1/4 16:48,3,0,1,1,0,0,0,8,1,1,2,0,0
2023/1/4 16:49,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 16:50,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/4 16:51,1,0,2,2,0,0,0,1,1,1,1,1,0
2023/1/4 16:52,1,0,1,2,19,0,0,1,1,0,1,83,19
2023/1/4 16:53,2,1,8,2,126,35,40,3,0,6,2,51,7
2023/1/4 16:54,16,0,25,3,91,63,59,27,0,25,2,0,1
2023/1/4 16:55,41,0,25,2,0,20,19,37,0,19,2,1,0
2023/1/4 16:56,8,0,1,2,0,0,0,7,0,1,1,0,0
2023/1/4 16:57,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/4 16:58,1,0,1,2,0,0,0,1,0,0,1,0,0
2023/1/4 16:59,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 17:00,1,0,1,1,19,0,0,0,1,1,0,70,13
2023/1/4 17:01,2,1,9,2,132,41,41,3,0,7,4,62,2
2023/1/4 17:02,19,0,31,3,86,59,63,31,1,25,1,1,0
2023/1/4 17:03,30,0,25,2,0,16,17,26,0,28,2,0,0
2023/1/4 17:04,6,1,1,2,0,0,0,8,1,1,1,0,0
2023/1/4 17:05,1,0,1,3,0,0,0,0,0,0,2,0,0
2023/1/4 17:06,1,1,2,0,0,0,0,1,0,1,2,0,0
2023/1/4 17:07,1,0,1,3,0,0,0,1,1,1,1,0,0
2023/1/4 17:08,1,0,1,2,25,0,0,1,1,1,2,68,22
2023/1/4 17:09,3,0,9,1,129,40,42,3,1,8,1,65,3
2023/1/4 17:10,19,0,29,2,84,59,62,22,0,32,2,1,0
2023/1/4 17:11,32,1,26,4,0,24,10,30,0,21,2,2,0
2023/1/4 17:12,12,1,1,1,0,0,0,3,0,1,2,0,0
2023/1/4 17:13,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 17:14,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 17:15,1,1,1,1,0,0,0,0,0,1,2,1,0
2023/1/4 17:16,1,1,1,3,21,0,0,1,0,1,2,91,21
2023/1/4 17:17,1,1,5,1,135,41,42,2,1,6,1,41,2
2023/1/4 17:18,28,1,24,3,82,58,63,29,0,30,1,2,0
2023/1/4 17:19,37,0,27,2,0,24,9,34,0,17,2,0,0
2023/1/4 17:20,7,1,3,2,0,0,0,1,0,1,1,0,0
2023/1/4 17:21,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 17:22,1,0,1,4,0,0,0,1,1,1,2,0,0
2023/1/4 17:23,1,0,1,1,0,0,0,1,0,0,2,1,0
2023/1/4 17:24,1,1,1,2,24,0,0,1,0,1,2,94,28
2023/1/4 17:25,2,0,5,3,136,37,46,3,0,5,1,46,1
2023/1/4 17:26,22,0,30,1,81,63,60,26,0,31,1,2,0
2023/1/4 17:27,29,0,28,2,0,24,10,34,0,21,1,1,0
2023/1/4 17:28,13,1,2,2,0,0,0,2,0,1,3,0,0
2023/1/4 17:29,1,2,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 17:30,1,0,1,3,0,0,0,1,0,0,1,0,0
2023/1/4 17:31,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/4 17:32,1,0,2,2,23,0,0,1,0,1,2,62,29
2023/1/4 17:33,1,0,9,2,127,40,42,3,0,8,1,47,24
2023/1/4 17:34,28,0,25,1,89,63,62,28,0,23,1,3,0
2023/1/4 17:35,27,0,30,3,0,23,9,34,1,20,1,0,0
2023/1/4 17:36,13,0,1,3,0,0,0,3,0,0,3,1,0
2023/1/4 17:37,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 17:38,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 17:39,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 17:40,1,1,1,1,22,0,0,1,0,1,2,92,24
2023/1/4 17:41,1,0,7,3,127,37,41,2,0,7,2,70,1
2023/1/4 17:42,23,0,30,2,89,58,61,29,1,26,0,1,0
2023/1/4 17:43,22,1,33,2,0,26,15,32,0,18,3,0,0
2023/1/4 17:44,11,0,2,2,0,0,0,8,0,1,1,0,0
2023/1/4 17:45,1,0,2,2,0,0,0,1,0,1,2,0,0
2023/1/4 17:46,1,2,1,1,0,0,0,0,1,1,0,1,1
2023/1/4 17:47,1,0,1,3,0,0,0,1,1,1,3,0,0
2023/1/4 17:48,1,1,1,2,15,0,0,1,0,1,2,85,19
2023/1/4 17:49,1,0,10,2,134,39,38,2,0,4,1,38,8
2023/1/4 17:50,16,0,36,3,90,62,61,21,0,34,1,1,0
2023/1/4 17:51,31,1,21,1,0,18,21,30,1,27,3,0,1
2023/1/4 17:52,10,0,1,2,0,0,0,7,0,1,2,0,0
2023/1/4 17:53,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 17:54,1,0,1,2,0,0,0,1,1,1,1,0,0
2023/1/4 17:55,1,0,1,2,0,0,0,1,0,0,2,0,0
2023/1/4 17:56,1,0,1,2,22,0,0,0,1,1,2,80,12
2023/1/4 17:57,1,0,10,1,142,42,40,1,0,5,1,23,1
2023/1/4 17:58,15,0,34,3,75,60,63,35,0,21,3,0,0
2023/1/4 17:59,31,0,24,2,0,15,19,36,0,25,0,1,0
2023/1/4 18:00,10,0,1,2,0,0,0,5,0,2,3,0,0
2023/1/4 18:01,1,0,1,2,0,0,0,0,0,0,1,0,0
2023/1/4 18:02,1,0,1,2,0,0,0,1,0,1,2,0,1
2023/1/4 18:03,1,1,1,1,0,0,0,1,0,1,1,0,0
2023/1/4 18:04,1,0,1,3,19,0,0,1,0,1,2,55,23
2023/1/4 18:05,4,1,7,1,120,36,37,2,0,6,2,49,10
2023/1/4 18:06,23,2,26,1,95,60,61,24,0,25,2,0,0
2023/1/4 18:07,27,0,24,4,6,11,35,32,0,32,0,0,0
2023/1/4 18:08,3,0,1,1,0,0,0,11,0,7,2,0,0
2023/1/4 18:09,1,1,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 18:10,1,1,1,2,0,0,0,1,0,1,3,0,0
2023/1/4 18:11,1,0,1,2,0,0,0,1,0,1,2,1,1
2023/1/4 18:12,1,0,2,2,20,0,0,0,0,1,2,94,19
2023/1/4 18:13,1,0,8,2,133,40,41,3,0,8,1,42,2
2023/1/4 18:14,22,0,29,2,84,61,61,24,0,29,2,1,0
2023/1/4 18:15,33,1,25,2,0,16,18,24,0,29,1,0,0
2023/1/4 18:16,7,2,1,1,0,0,0,9,0,1,2,0,0
2023/1/4 18:17,0,0,1,3,0,0,0,0,0,1,2,1,0
2023/1/4 18:18,1,0,1,3,0,0,0,1,0,1,2,0,1
2023/1/4 18:19,1,1,1,1,0,0,0,1,0,1,0,0,0
2023/1/4 18:20,1,1,1,2,21,0,0,1,1,0,2,64,22
2023/1/4 18:21,1,0,8,2,142,39,42,3,0,9,2,26,6
2023/1/4 18:22,23,0,27,2,76,60,61,21,1,31,2,2,0
2023/1/4 18:23,29,2,27,3,0,26,11,32,1,22,2,1,0
2023/1/4 18:24,16,0,2,1,0,0,0,2,0,1,1,0,0
2023/1/4 18:25,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 18:26,1,1,1,1,0,0,0,1,1,0,1,1,1
2023/1/4 18:27,1,1,2,2,0,0,0,0,0,1,2,0,0
2023/1/4 18:28,1,1,1,3,22,0,0,1,0,1,2,77,21
2023/1/4 18:29,2,1,6,1,139,36,47,2,0,7,1,46,5
2023/1/4 18:30,22,0,28,4,79,62,59,37,0,26,2,1,0
2023/1/4 18:31,30,1,30,1,0,27,9,26,1,22,1,0,0
2023/1/4 18:32,10,0,5,3,0,0,0,1,0,0,3,0,0
2023/1/4 18:33,1,1,1,1,0,0,0,1,0,1,1,0,0
2023/1/4 18:34,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 18:35,1,0,1,3,0,0,0,1,0,1,1,1,1
2023/1/4 18:36,1,0,1,2,23,0,0,1,0,1,2,94,12
2023/1/4 18:37,1,0,6,2,140,41,45,2,0,6,2,36,6
2023/1/4 18:38,28,0,28,2,75,62,61,28,0,34,2,0,0
2023/1/4 18:39,25,1,29,1,0,15,14,26,1,25,0,0,0
2023/1/4 18:40,8,1,2,2,0,0,0,4,0,1,2,0,0
2023/1/4 18:41,1,1,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 18:42,0,1,1,2,0,0,0,0,0,1,1,0,0
2023/1/4 18:43,1,0,1,2,0,0,0,1,0,1,2,1,0
2023/1/4 18:44,1,1,1,2,19,0,0,1,0,1,2,62,46
2023/1/4 18:45,2,1,5,2,125,39,40,1,0,6,1,37,6
2023/1/4 18:46,22,0,28,3,93,60,57,35,1,20,2,1,0
2023/1/4 18:47,34,0,23,2,0,15,26,27,0,29,2,0,0
2023/1/4 18:48,7,0,1,1,0,0,0,7,0,4,1,0,0
2023/1/4 18:49,1,1,1,3,0,0,0,1,1,1,2,0,0
2023/1/4 18:50,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 18:51,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 18:52,1,0,1,2,22,0,0,0,0,0,3,77,29
2023/1/4 18:53,3,1,5,2,124,39,36,3,0,8,1,43,8
2023/1/4 18:54,19,0,34,2,94,59,64,20,0,30,1,2,0
2023/1/4 18:55,25,0,33,2,0,20,22,38,0,19,1,1,0
2023/1/4 18:56,7,1,1,2,0,0,0,10,0,2,3,0,0
2023/1/4 18:57,1,0,1,2,0,0,0,1,1,1,2,2,0
2023/1/4 18:58,1,1,1,2,0,0,0,0,0,0,1,0,0
2023/1/4 18:59,1,1,1,1,0,0,0,1,0,1,2,1,0
2023/1/4 19:00,1,1,1,3,17,0,0,1,0,1,1,78,31
2023/1/4 19:01,1,0,5,3,135,36,41,3,0,5,2,44,10
2023/1/4 19:02,26,0,27,2,86,62,62,24,0,34,2,1,0
2023/1/4 19:03,30,1,29,1,0,17,20,29,0,28,1,0,1
2023/1/4 19:04,4,0,1,3,0,0,0,6,0,0,2,0,0
2023/1/4 19:05,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 19:06,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/4 19:07,0,1,1,2,0,0,0,0,0,1,2,0,0
2023/1/4 19:08,1,0,1,1,19,0,0,1,0,1,2,77,12
2023/1/4 19:09,4,1,7,2,143,42,38,2,1,7,0,22,13
2023/1/4 19:10,20,0,32,3,75,59,59,23,0,28,3,0,0
2023/1/4 19:11,31,1,11,2,0,0,39,30,0,30,1,0,0
2023/1/4 19:12,3,0,1,3,0,0,0,16,0,7,2,0,0
2023/1/4 19:13,1,0,1,0,0,0,0,0,0,1,2,0,1
2023/1/4 19:14,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 19:15,1,1,1,1,0,0,0,1,0,1,1,0,1
2023/1/4 19:16,1,1,1,2,18,0,0,1,1,1,1,88,22
2023/1/4 19:17,2,1,6,3,131,39,40,1,0,8,3,56,4
2023/1/4 19:18,25,0,25,2,90,58,63,23,0,26,1,1,0
2023/1/4 19:19,30,0,30,2,0,29,10,31,0,26,2,0,0
2023/1/4 19:20,12,0,5,2,0,0,0,3,0,1,1,0,1
2023/1/4 19:21,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 19:22,1,0,1,3,0,0,0,1,1,1,1,0,0
2023/1/4 19:23,1,0,1,1,0,0,0,0,1,0,1,0,0
2023/1/4 19:24,1,0,1,3,16,0,0,1,0,1,3,60,28
2023/1/4 19:25,3,1,7,1,127,35,40,2,1,4,2,42,8
2023/1/4 19:26,18,0,23,3,98,59,59,26,0,30,1,1,0
2023/1/4 19:27,31,0,29,2,0,18,29,30,1,30,2,0,0
2023/1/4 19:28,7,1,1,0,0,0,0,9,0,4,2,0,0
2023/1/4 19:29,1,2,1,1,0,0,0,1,1,0,1,0,0
2023/1/4 19:30,1,1,1,4,0,0,0,1,0,1,2,0,0
2023/1/4 19:31,1,2,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 19:32,1,0,1,2,22,0,0,1,0,1,2,88,6
2023/1/4 19:33,2,2,8,2,128,43,41,1,0,6,2,57,3
2023/1/4 19:34,26,1,29,3,86,60,62,26,1,28,2,0,1
2023/1/4 19:35,34,0,24,3,0,21,9,23,0,30,1,0,0
2023/1/4 19:36,8,0,2,1,0,0,0,4,0,0,1,0,0
2023/1/4 19:37,1,1,1,1,0,0,0,1,1,1,2,0,0
2023/1/4 19:38,1,1,1,2,0,0,0,0,1,1,2,0,0
2023/1/4 19:39,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 19:40,1,1,1,2,18,0,0,1,0,1,1,74,14
2023/1/4 19:41,1,1,6,3,141,39,40,4,0,5,1,20,3
2023/1/4 19:42,23,0,31,2,80,60,65,22,0,30,3,0,0
2023/1/4 19:43,28,1,16,1,0,0,35,32,0,32,1,0,1
2023/1/4 19:44,1,0,1,3,0,0,0,12,0,9,2,0,0
2023/1/4 19:45,1,1,1,1,0,0,0,1,1,1,2,0,0
2023/1/4 19:46,1,2,1,1,0,0,0,1,1,1,1,0,0
2023/1/4 19:47,1,0,2,4,0,0,0,1,0,1,2,2,0
2023/1/4 19:48,1,1,1,2,20,0,0,0,1,1,1,84,15
2023/1/4 19:49,1,0,9,2,125,37,41,4,0,9,2,42,5
2023/1/4 19:50,26,0,26,2,93,61,60,23,1,27,2,0,0
2023/1/4 19:51,25,2,28,1,0,14,25,31,0,26,1,0,0
2023/1/4 19:52,3,0,1,3,0,0,0,12,0,1,2,0,0
2023/1/4 19:53,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 19:54,2,1,2,2,0,0,0,1,0,2,2,0,0
2023/1/4 19:55,2,0,2,5,0,0,0,1,0,1,2,0,0
2023/1/4 19:56,1,1,2,3,16,0,0,2,0,2,3,120,20
2023/1/4 19:57,3,0,7,3,136,36,44,2,1,8,3,60,9
2023/1/4 19:58,23,2,31,3,125,60,60,23,0,35,4,40,9
2023/1/4 19:59,29,0,31,5,106,64,64,32,0,32,2,13,0
2023/1/4 20:00,42,0,24,3,10,46,19,29,0,27,3,0,0
2023/1/4 20:01,25,1,10,4,0,0,0,12,0,1,4,0,0
2023/1/4 20:02,2,0,2,4,0,0,0,1,1,2,1,0,0
2023/1/4 20:03,1,0,2,3,0,0,0,2,0,1,5,0,1
2023/1/4 20:04,2,0,2,4,17,0,0,1,1,2,1,99,36
2023/1/4 20:05,3,0,8,3,118,39,41,3,0,8,4,78,16
2023/1/4 20:06,19,1,33,3,110,56,59,25,1,25,1,65,7
2023/1/4 20:07,26,1,23,4,106,49,57,33,1,34,3,37,0
2023/1/4 20:08,32,1,34,4,39,60,12,25,0,23,5,2,0
2023/1/4 20:09,24,1,32,4,0,17,0,6,0,1,2,0,0
2023/1/4 20:10,6,1,2,3,0,0,0,2,0,2,3,0,0
2023/1/4 20:11,2,0,2,4,0,0,0,1,0,1,4,1,0
2023/1/4 20:12,2,0,2,4,15,0,0,2,0,2,2,102,48
2023/1/4 20:13,1,1,8,2,127,41,39,3,0,5,3,50,13
2023/1/4 20:14,25,1,30,5,126,55,63,26,0,35,3,51,3
2023/1/4 20:15,24,1,37,3,108,59,60,36,1,23,3,5,1
2023/1/4 20:16,30,1,21,3,1,33,27,31,0,29,3,0,0
2023/1/4 20:17,21,0,8,6,0,0,0,13,0,2,3,0,0
2023/1/4 20:18,2,1,2,1,0,0,0,1,0,2,2,0,0
2023/1/4 20:19,2,1,2,5,0,0,0,2,0,1,4,0,0
2023/1/4 20:20,1,1,2,2,21,0,0,1,0,2,3,106,40
2023/1/4 20:21,3,0,10,5,122,36,42,2,0,13,3,56,19
2023/1/4 20:22,19,0,22,4,122,60,59,19,0,29,3,56,13
2023/1/4 20:23,41,1,28,2,112,58,62,38,0,34,2,5,0
2023/1/4 20:24,33,1,27,5,0,36,24,23,1,30,3,0,1
2023/1/4 20:25,19,0,7,4,0,0,0,11,0,2,3,1,0
2023/1/4 20:26,2,1,2,2,0,0,0,2,0,2,4,1,0
2023/1/4 20:27,1,0,2,5,0,0,0,1,0,1,3,0,0
2023/1/4 20:28,2,1,1,4,25,0,0,2,0,2,3,112,31
2023/1/4 20:29,4,1,9,1,117,42,39,4,0,8,2,76,20
2023/1/4 20:30,23,0,32,6,118,59,58,27,1,28,3,69,5
2023/1/4 20:31,29,1,28,3,113,57,59,31,1,26,3,12,0
2023/1/4 20:32,32,2,27,3,10,42,26,28,0,30,3,0,0
2023/1/4 20:33,21,1,14,4,0,0,0,11,1,3,3,0,0
2023/1/4 20:34,1,2,2,3,0,0,0,1,0,2,3,0,0
2023/1/4 20:35,2,1,2,5,0,0,0,2,0,1,3,0,0
2023/1/4 20:36,2,0,2,4,19,0,0,1,1,2,3,80,35
2023/1/4 20:37,1,2,7,2,119,38,42,4,0,9,3,80,17
2023/1/4 20:38,26,0,20,5,121,51,62,29,1,29,2,56,6
2023/1/4 20:39,35,1,26,3,120,54,61,33,0,29,3,10,0
2023/1/4 20:40,27,2,36,2,7,43,35,32,0,29,4,0,0
2023/1/4 20:41,14,2,11,4,0,0,0,13,0,7,2,0,0
2023/1/4 20:42,2,0,2,5,0,0,0,2,0,2,2,0,0
2023/1/4 20:43,2,1,2,3,0,0,0,1,0,1,4,0,0
2023/1/4 20:44,1,2,2,4,18,0,0,2,0,2,4,94,31
2023/1/4 20:45,3,0,5,4,118,38,41,3,0,8,3,108,32
2023/1/4 20:46,23,1,32,5,118,57,56,19,0,36,3,55,1
2023/1/4 20:47,34,0,25,3,130,58,60,24,0,34,2,10,0
2023/1/4 20:48,29,0,31,2,6,52,27,24,0,37,3,1,0
2023/1/4 20:49,29,2,13,4,0,0,0,11,2,2,3,0,0
2023/1/4 20:50,2,0,1,4,0,0,0,1,0,2,4,1,0
2023/1/4 20:51,1,2,2,3,0,0,0,2,1,1,1,0,0
2023/1/4 20:52,2,1,2,4,9,0,0,1,0,2,3,115,21
2023/1/4 20:53,2,2,7,2,123,32,33,2,0,6,5,88,21
2023/1/4 20:54,22,0,27,6,123,60,61,24,0,33,0,56,3
2023/1/4 20:55,28,0,33,4,111,57,63,27,1,28,5,27,0
2023/1/4 20:56,37,1,25,2,22,62,19,29,2,30,2,0,0
2023/1/4 20:57,26,1,24,3,0,1,0,10,0,1,2,0,0
2023/1/4 20:58,1,0,2,5,0,0,0,2,0,2,4,0,0
2023/1/4 20:59,2,1,2,3,0,0,0,1,0,1,3,0,0
2023/1/4 21:00,2,0,2,6,23,0,0,2,0,2,3,101,36
2023/1/4 21:01,1,2,11,1,117,39,41,3,0,8,4,62,35
2023/1/4 21:02,24,0,28,5,117,57,57,27,0,25,2,34,7
2023/1/4 21:03,27,1,33,3,116,63,60,31,2,30,2,16,0
2023/1/4 21:04,35,0,24,4,20,49,27,28,1,39,4,0,0
2023/1/4 21:05,26,1,16,3,0,0,0,7,0,1,4,1,0
2023/1/4 21:06,2,1,2,5,0,0,0,1,0,2,0,0,0
2023/1/4 21:07,2,0,2,3,0,0,0,2,1,1,5,0,0
2023/1/4 21:08,1,0,2,4,19,0,0,1,1,2,3,84,43
2023/1/4 21:09,3,1,10,3,117,40,37,4,0,5,2,80,15
2023/1/4 21:10,22,0,32,4,116,58,60,21,0,35,4,60,16
2023/1/4 21:11,22,0,34,4,126,52,60,28,1,32,1,5,0
2023/1/4 21:12,30,0,27,4,2,37,36,34,0,25,5,3,0
2023/1/4 21:13,21,2,4,1,0,0,0,15,0,8,3,0,1
2023/1/4 21:14,2,0,2,5,0,0,0,2,0,2,3,0,0
2023/1/4 21:15,1,1,2,3,0,0,0,1,0,1,3,0,1
2023/1/4 21:16,2,2,2,2,20,0,0,2,0,2,2,82,39
2023/1/4 21:17,3,1,8,5,129,41,43,1,1,9,2,59,10
2023/1/4 21:18,23,0,34,5,112,60,62,24,1,34,5,57,3
2023/1/4 21:19,31,0,23,3,116,51,58,36,0,30,2,24,0
2023/1/4 21:20,35,2,23,4,21,52,29,21,0,34,4,0,0
2023/1/4 21:21,29,1,15,3,0,2,0,13,0,4,2,0,2
2023/1/4 21:22,2,1,2,4,0,0,0,1,1,2,3,0,0
2023/1/4 21:23,2,0,2,4,0,0,0,2,0,1,4,0,0
